,group,day,num,S,name,hight,peak,L,R,A,peaknumber,index,AA
74,D1-4,D1,4,TRUE,JCM14889-1s-76,1.301070749,220,208,233,10.72925298,2,74,4.864590907
75,D1-4,D1,4,TRUE,JCM14889-1s-78,1.265793291,221,207,232,10.0344044,2,75,4.652228811
76,D1-4,D1,4,TRUE,JCM14889-1s-79,1.455887858,220,205,232,12.15303727,2,76,5.285952058
77,D1-4,D1,4,TRUE,JCM14889-1s-81,0.804426277,220,206,229,6.425671988,2,77,3.456307456
78,D1-4,D1,4,TRUE,JCM14889-1s-82,0.999101881,220,209,234,8.150190775,2,78,4.049908237
79,D1-4,D1,4,TRUE,JCM14889-1s-83,0.632858979,220,209,230,5.132625712,2,79,2.975498462
80,D1-4,D1,4,TRUE,JCM14889-1s-84,0.960257476,220,207,233,8.371291788,2,80,4.122825814
81,D1-4,D1,4,TRUE,JCM14889-1s-85,1.026319713,220,207,230,8.323259299,2,81,4.107040162
82,D1-4,D1,4,TRUE,JCM14889-1s-86,0.957443683,220,206,230,8.551708211,2,82,4.181851269
83,D1-4,D1,4,TRUE,JCM14889-1s-87,1.153163828,220,206,234,10.98894137,2,83,4.94277192
84,D1-4,D1,4,TRUE,JCM14889-1s-89,1.112713664,220,206,231,9.554512722,2,84,4.502693258
85,D1-4,D1,4,TRUE,JCM14889-1s-90,1.396121766,220,207,232,12.85190885,2,85,5.486706863
86,D1-4,D1,4,TRUE,JCM14889-1s-91,1.354625372,221,200,232,11.47834022,2,86,5.088456451
87,D1-4,D1,4,TRUE,JCM14889-1s-92,0.496794711,220,206,230,4.22172988,2,87,2.61212303
88,D1-4,D1,4,TRUE,JCM14889-1s-93,1.15870036,221,204,234,10.3032894,2,88,4.734970369
90,D1-4,D1,4,TRUE,JCM14889-1s-95,0.562900606,220,207,229,5.307069268,2,90,3.042541454
91,D1-4,D1,4,TRUE,JCM14889-1s-96,1.304539938,220,204,231,10.8781863,2,91,4.909504489
92,D1-4,D1,4,TRUE,JCM14889-1s-97,1.677239677,219,201,233,14.8014352,2,92,6.028406814
93,D1-4,D1,4,TRUE,JCM14889-1s-98,1.485747018,220,204,232,14.07079238,2,93,5.828351066
94,D1-4,D1,4,TRUE,JCM14889-1s-99,0.83163473,220,209,230,7.023915951,2,94,3.667635807
95,D1-4,D1,4,TRUE,JCM14889-1s-100,1.340571122,220,205,235,12.33822793,2,95,5.339515595
96,D1-4,D1,4,TRUE,JCM14889-1s-101,1.295788673,220,202,232,11.65737868,2,96,5.141232799
97,D1-4,D1,4,TRUE,JCM14889-1s-102,0.946751854,221,211,229,6.227931708,2,97,3.385030305
98,D1-4,D1,4,TRUE,JCM14889-1s-103,1.102433061,220,203,233,10.25692162,2,98,4.720753871
99,D1-4,D1,4,TRUE,JCM14889-1s-104,1.067521075,220,209,231,9.918154706,2,99,4.616228013
100,D1-4,D1,4,TRUE,JCM14889-1s-105,1.131351066,220,206,232,9.881763921,2,100,4.60492947
101,D1-4,D1,4,TRUE,JCM14889-1s-106,1.637656411,220,202,235,14.63449506,2,101,5.982993003
102,D1-4,D1,4,TRUE,JCM14889-1s-107,1.479851979,220,197,232,12.39568757,2,102,5.356080318
103,D1-4,D1,4,TRUE,JCM14889-1s-108,2.047224556,220,203,235,19.25154735,2,103,7.183075446
104,D1-4,D1,4,TRUE,JCM14889-1s-109,1.413149738,220,198,233,11.39343273,2,104,5.063331886
105,D1-4,D1,4,TRUE,JCM14889-1s-110,1.812616295,220,203,236,16.85399785,2,105,6.573580053
107,D1-4,D1,4,TRUE,JCM14889-1s-112,0.981936313,221,209,232,8.645217807,2,107,4.21228059
108,D1-4,D1,4,TRUE,JCM14889-1s-113,0.926727096,220,203,229,6.852372814,2,108,3.607674297
109,D1-4,D1,4,TRUE,JCM14889-1s-114,1.199367848,221,203,235,10.43925642,2,109,4.776535871
110,D1-4,D1,4,TRUE,JCM14889-1s-115,1.252670204,220,200,232,10.71827203,2,110,4.861271199
111,D1-4,D1,4,TRUE,JCM14889-1s-116,1.162768012,220,203,232,10.36442205,2,111,4.753681274
112,D1-4,D1,4,TRUE,JCM14889-1s-117,1.298413799,220,200,231,10.76463849,2,112,4.875280779
113,D1-4,D1,4,TRUE,JCM14889-1s-118,0.570526341,220,209,230,4.922536175,2,113,2.893738468
114,D1-4,D1,4,TRUE,JCM14889-1s-119,1.134613957,220,203,232,11.3172098,2,114,5.040723914
115,D1-4,D1,4,TRUE,JCM14889-1s-120,0.465042058,220,209,229,4.044655731,2,115,2.538561608
116,D1-4,D1,4,TRUE,JCM14889-1s-121,0.709912876,218,205,230,6.507578698,2,116,3.485616632
118,D1-4,D1,4,TRUE,JCM14889-1s-123,1.185768088,220,201,233,10.60425626,2,118,4.82673523
119,D1-4,D1,4,TRUE,JCM14889-1s-124,1.427049787,221,196,232,12.11558208,2,119,5.275085738
120,D1-4,D1,4,TRUE,JCM14889-1s-125,0.855290246,220,207,230,7.878442153,2,120,3.959377405
121,D1-4,D1,4,TRUE,JCM14889-1s-126,0.858059988,220,208,232,7.586690309,2,121,3.861015729
122,D1-4,D1,4,TRUE,JCM14889-1s-127,1.055565484,220,206,233,9.687113827,2,122,4.544257527
124,D1-4,D1,4,TRUE,JCM14889-1s-129,1.382550937,220,207,231,12.63295299,2,124,5.424211146
125,D1-4,D1,4,TRUE,JCM14889-1s-130,0.664533377,219,210,231,5.54614333,2,125,3.133242865
126,D1-4,D1,4,TRUE,JCM14889-1s-131,0.644100821,220,209,234,6.634170805,2,126,3.53067519
127,D1-4,D1,4,TRUE,JCM14889-1s-132,0.474881384,220,209,232,3.332029483,2,127,2.230861235
128,D1-4,D1,4,TRUE,JCM14889-1s-133,0.858506781,220,205,231,6.725542303,2,128,3.563019554
129,D1-4,D1,4,TRUE,JCM14889-1s-134,0.357497472,221,209,231,2.640284336,2,129,1.91029512
130,D1-4,D1,4,TRUE,JCM14889-1s-135,1.747173116,220,205,232,15.41958097,2,130,6.195100858
131,D1-4,D1,4,TRUE,JCM14889-1s-136,0.401083172,220,208,230,3.465460303,2,131,2.290027085
132,D1-4,D1,4,TRUE,JCM14889-1s-137,1.272783349,220,200,234,12.39532701,2,132,5.355976456
133,D1-4,D1,4,TRUE,JCM14889-1s-138,0.397174767,220,212,227,2.372739607,2,133,1.778962199
134,D1-4,D1,4,TRUE,JCM14889-1s-139,0.464217855,221,207,233,4.533352595,2,134,2.739132237
135,D1-4,D1,4,TRUE,JCM14889-1s-140,0.992949907,220,207,232,8.240644113,2,135,4.079817838
136,D1-4,D1,4,TRUE,JCM14889-1s-141,1.10424172,220,206,232,9.200325191,2,136,4.390717062
137,D1-4,D1,4,TRUE,JCM14889-1s-142,0.93603376,220,203,233,8.838281883,2,137,4.274761596
138,D1-4,D1,4,TRUE,JCM14889-1s-143,1.186488577,219,202,232,10.02513017,2,138,4.649361841
139,D1-4,D1,4,TRUE,JCM14889-1s-144,1.133524394,220,204,232,9.634637617,2,139,4.527831497
140,D1-4,D1,4,TRUE,JCM14889-1s-146,0.458757736,219,209,230,4.324624263,2,140,2.654395223
141,D1-4,D1,4,TRUE,JCM14889-1s-147,0.591875005,220,209,231,5.314181976,2,141,3.045259322
142,D1-4,D1,4,TRUE,JCM14889-1s-148,0.593154774,219,208,229,4.73182576,2,142,2.818507292
143,D1-4,D1,4,TRUE,JCM14889-1s-149,0.859677511,219,209,229,6.939428082,2,143,3.638165514
144,D1-4,D1,4,TRUE,JCM14889-1s-150,0.968589258,219,209,230,8.897498951,2,144,4.293834459
145,D1-4,D1,4,TRUE,JCM14889-1s-151,0.954592962,221,210,236,8.590357139,2,145,4.194441547
146,D1-4,D1,4,TRUE,JCM14889-1s-152,0.307098242,221,208,228,2.366604844,2,146,1.775894516
147,D1-4,D1,4,TRUE,JCM14889-1s-153,0.988746266,220,203,229,7.86163261,2,147,3.953743549
148,D1-4,D1,4,TRUE,JCM14889-1s-154,1.347149541,220,202,233,12.1004482,2,148,5.270691996
150,D1-4,D1,4,TRUE,JCM14889-1s-156,0.916587592,220,206,234,7.353326261,2,150,3.781428477
151,D1-4,D1,4,TRUE,JCM14889-1s-157,1.31199547,221,207,232,11.22783312,2,151,5.014149739
152,D1-4,D1,4,TRUE,JCM14889-1s-158,0.950271232,219,203,234,9.055390699,2,152,4.344483264
153,D1-4,D1,4,TRUE,JCM14889-1s-159,1.030787442,220,209,231,8.435329441,2,153,4.143824614
154,D1-4,D1,4,TRUE,JCM14889-1s-160,1.164878796,220,207,231,9.249165201,2,154,4.40624212
155,D1-4,D1,4,TRUE,JCM14889-1s-161,0.923975252,221,208,233,7.16571425,2,155,3.716832504
156,D1-4,D1,4,TRUE,JCM14889-1s-162,0.931242297,220,207,232,7.820942354,2,156,3.940089224
157,D1-4,D1,4,TRUE,JCM14889-1s-163,0.694335289,221,208,234,6.320507423,2,157,3.418492492
158,D1-4,D1,4,TRUE,JCM14889-1s-164,1.119874389,220,207,231,10.18207153,2,158,4.697759316
159,D1-4,D1,4,TRUE,JCM14889-1s-165,1.145120795,220,206,232,9.430206773,2,159,4.463554176
160,D1-4,D1,4,TRUE,JCM14889-1s-166,1.180454437,221,209,233,10.49872406,2,160,4.794658511
161,D1-4,D1,4,TRUE,JCM14889-1s-167,0.778043543,220,209,230,6.656910276,2,161,3.538738483
162,D1-4,D1,4,TRUE,JCM14889-1s-168,1.480661875,221,203,235,13.02511757,2,162,5.535894031
163,D1-4,D1,4,TRUE,JCM14889-1s-169,1.502058611,220,204,235,13.91596849,2,163,5.785518561
164,D1-4,D1,4,TRUE,JCM14889-1s-170,0.443543506,220,204,230,4.342084632,2,164,2.661535047
165,D1-4,D1,4,TRUE,JCM14889-1s-171,0.908043916,220,207,229,7.417671591,2,165,3.803456039
166,D1-4,D1,4,TRUE,JCM14889-1s-172,0.65651837,220,209,231,5.845611121,2,166,3.245039197
167,D1-4,D1,4,TRUE,JCM14889-1s-173,1.207829495,220,206,232,10.18911344,2,167,4.699925044
168,D1-4,D1,4,TRUE,JCM14889-1s-174,1.884141423,221,204,234,17.31072337,2,168,6.691808089
169,D1-4,D1,4,TRUE,JCM14889-1s-175,0.62711532,220,206,232,5.346884593,2,169,3.0577399
170,D1-4,D1,4,TRUE,JCM14889-1s-176,0.990435667,220,208,230,7.957429244,2,170,3.985797133
171,D1-4,D1,4,TRUE,JCM14889-1s-177,0.745858368,219,206,232,6.780649248,2,171,3.582455901
172,D1-4,D1,4,TRUE,JCM14889-1s-178,1.250271949,220,207,234,10.73786247,2,172,4.867192891
173,D1-4,D1,4,TRUE,JCM14889-1s-179,1.550132342,221,199,232,12.82039963,2,173,5.477735298
174,D1-4,D1,4,TRUE,JCM14889-1s-180,1.039498695,220,206,233,9.211186213,2,174,4.394171889
175,D1-4,D1,4,TRUE,JCM14889-1s-181,1.029764231,220,206,232,8.444201245,2,175,4.146729599
177,D1-4,D1,4,TRUE,JCM14889-1s-183,0.932996427,220,204,235,8.704363978,2,177,4.231470934
178,D1-4,D1,4,TRUE,JCM14889-1s-184,0.57660133,220,203,231,5.191033005,2,178,2.998029212
179,D1-4,D1,4,TRUE,JCM14889-1s-185,0.561465534,220,206,234,5.242021957,2,179,3.017629318
180,D1-4,D1,4,TRUE,JCM14889-1s-186,0.77976216,220,205,229,6.761899729,2,180,3.575848833
181,D1-4,D1,4,TRUE,JCM14889-1s-187,1.291113021,220,203,231,11.33965534,2,181,5.047386592
182,D1-4,D1,4,TRUE,JCM14889-1s-189,1.01679592,220,207,232,8.91704303,2,182,4.300119997
183,D1-4,D1,4,TRUE,JCM14889-1s-190,1.357695191,220,204,232,12.31161078,2,183,5.331833572
184,D1-4,D1,4,TRUE,JCM14889-1s-191,0.384648363,220,210,230,3.340141111,2,184,2.234480368
185,D1-4,D1,4,TRUE,JCM14889-1s-192,0.679471338,220,206,229,5.213289389,2,185,3.006592401
186,D1-4,D1,4,TRUE,JCM14889-1s-193,1.088989611,220,204,232,9.892410413,2,186,4.608236406
187,D1-4,D1,4,TRUE,JCM14889-1s-194,0.803709643,220,204,232,7.646954031,2,187,3.881435018
188,D1-4,D1,4,TRUE,JCM14889-1s-195,1.02467774,220,204,229,7.842268219,2,188,3.947248435
189,D1-4,D1,4,TRUE,JCM14889-1s-196,0.729248784,220,209,229,6.184635424,2,189,3.369323692
190,D1-4,D1,4,TRUE,JCM14889-1s-199,1.436977015,220,202,235,13.25368201,2,190,5.60046857
191,D1-4,D1,4,TRUE,JCM14889-1s-200,0.551270223,220,209,229,3.82794299,2,191,2.447054493
192,D1-4,D1,4,TRUE,JCM14889-1s-201,1.2696252,220,207,234,10.48316494,2,192,4.789920213
193,D1-4,D1,4,TRUE,JCM14889-1s-203,1.380908674,220,204,232,12.24655851,2,193,5.313035379
194,D1-4,D1,4,TRUE,JCM14889-1s-204,0.947942662,220,204,232,7.550163242,2,194,3.848612869
195,D1-4,D1,4,TRUE,JCM14889-1s-205,1.159006809,220,204,233,9.763300419,2,195,4.568052661
196,D1-4,D1,4,TRUE,JCM14889-1s-206,1.126806778,220,204,232,9.085422218,2,196,4.354083397
197,D1-4,D1,4,TRUE,JCM14889-1s-207,1.248843716,220,206,234,11.67244312,2,197,5.145661075
198,D1-4,D1,4,TRUE,JCM14889-1s-209,0.848147391,220,205,233,7.317409689,2,198,3.769105097
199,D1-4,D1,4,TRUE,JCM14889-1s-210,0.859167707,220,209,233,7.953965853,2,199,3.98464053
200,D1-4,D1,4,TRUE,JCM14889-1s-211,0.554404568,220,211,229,4.033720229,2,200,2.533983886
201,D1-4,D1,4,TRUE,JCM14889-1s-212,0.994052275,220,207,229,7.64431513,2,201,3.880541998
202,D1-4,D1,4,TRUE,JCM14889-1s-213,1.045554508,221,208,234,8.539966967,2,202,4.178022687
203,D1-4,D1,4,TRUE,JCM14889-1s-215,1.413551574,220,204,233,12.04573823,2,203,5.254793017
204,D1-4,D1,4,TRUE,JCM14889-1s-216,0.935028998,220,206,232,8.038849183,2,204,4.012939269
205,D1-4,D1,4,TRUE,JCM14889-1s-217,0.763608188,220,208,229,6.334458344,2,205,3.423520949
206,D1-4,D1,4,TRUE,JCM14889-1s-219,1.256252965,220,203,232,10.53725889,2,206,4.80638365
207,D1-4,D1,4,TRUE,JCM14889-1s-220,1.155754715,220,206,232,9.776665424,2,207,4.572220523
208,D1-4,D1,4,TRUE,JCM14889-1s-221,0.563330506,220,208,232,4.669247668,2,208,2.793602476
209,D1-4,D1,4,TRUE,JCM14889-1s-223,1.4702675,220,207,232,13.4989108,2,209,5.669339765
210,D1-4,D1,4,TRUE,JCM14889-1s-224,0.968651054,220,207,233,8.284581016,2,210,4.094306645
211,D1-4,D1,4,TRUE,JCM14889-1s-225,0.341559103,221,207,228,2.645726127,2,211,1.912919044
212,D1-4,D1,4,TRUE,JCM14889-1s-226,0.497272761,220,206,228,4.17889803,2,212,2.594425371
213,D1-4,D1,4,TRUE,JCM14889-1s-227,1.320173575,220,199,232,10.70259907,2,213,4.856531066
214,D1-4,D1,4,TRUE,JCM14889-1s-228,0.612173619,220,207,230,5.379053815,2,214,3.069992111
215,D1-4,D1,4,TRUE,JCM14889-1s-229,0.805194206,220,205,232,7.320195231,2,215,3.770061568
216,D1-4,D1,4,TRUE,JCM14889-1s-230,0.68158206,220,209,232,5.789772487,2,216,3.224341246
217,D1-4,D1,4,TRUE,JCM14889-1s-231,0.619237407,220,208,232,5.593319855,2,217,3.150985733
218,D1-4,D1,4,TRUE,JCM14889-1s-232,0.645436083,220,203,229,5.688988436,2,218,3.186813885
219,D1-4,D1,4,TRUE,JCM14889-1s-233,1.001187083,220,204,234,8.77081821,2,219,4.252980646
220,D1-4,D1,4,TRUE,JCM14889-1s-234,0.818065598,220,209,229,6.585829211,2,220,3.513502844
221,D1-4,D1,4,TRUE,JCM14889-1s-235,0.348646686,221,211,229,2.314169088,2,221,1.749564906
222,D1-4,D1,4,TRUE,JCM14889-1s-236,0.542228964,220,208,229,5.064245153,2,222,2.949011599
223,D1-4,D1,4,TRUE,JCM14889-1s-237,0.718078824,220,206,232,6.447483118,2,223,3.46412437
224,D1-4,D1,4,TRUE,JCM14889-1s-238,1.099462789,220,202,233,9.855585033,2,224,4.596792918
225,D1-4,D1,4,TRUE,JCM14889-1s-240,1.203106236,220,205,236,11.08068637,2,225,4.970244748
226,D1-4,D1,4,TRUE,JCM14889-1s-242,1.325958388,220,201,233,12.03775374,2,226,5.252470674
227,D1-4,D1,4,TRUE,JCM14889-1s-243,0.672375905,221,206,229,5.448629065,2,227,3.096407864
228,D1-4,D1,4,TRUE,JCM14889-1s-244,1.145845153,221,206,233,9.338043874,2,228,4.434424585
229,D1-4,D1,4,TRUE,JCM14889-1s-245,0.856875726,220,208,233,8.286495797,2,229,4.094937487
231,D1-4,D1,4,TRUE,JCM14889-1s-247,0.636442094,220,209,229,5.456302257,2,231,3.099314254
232,D1-4,D1,4,TRUE,JCM14889-1s-248,1.328265766,220,201,232,11.13068077,2,232,4.985183529
233,D1-4,D1,4,TRUE,JCM14889-1s-249,0.544972339,220,209,235,4.802048163,2,233,2.846324041
234,D1-4,D1,4,TRUE,JCM14889-1s-250,1.020187633,221,208,230,8.217702608,2,234,4.072242327
235,D1-4,D1,4,TRUE,JCM14889-1s-251,1.359160758,219,202,231,11.86179185,2,235,5.201159822
236,D1-4,D1,4,TRUE,JCM14889-1s-252,0.645760739,220,209,232,5.845271595,2,236,3.244913543
237,D1-4,D1,4,TRUE,JCM14889-1s-253,0.446707623,219,209,232,4.103833166,2,237,2.56326278
238,D1-4,D1,4,TRUE,JCM14889-1s-254,0.551240753,221,208,229,4.665231275,2,238,2.792000246
239,D1-4,D1,4,TRUE,JCM14889-1s-255,0.635514395,220,209,229,5.406597487,2,239,3.080463203
240,D1-4,D1,4,TRUE,JCM14889-1s-256,1.211246864,220,207,232,10.52995063,2,240,4.804161037
241,D1-4,D1,4,TRUE,JCM14889-1s-257,0.660467306,220,203,230,5.77910288,2,241,3.220378738
242,D1-4,D1,4,TRUE,JCM14889-1s-258,1.186352962,220,207,231,9.266329184,2,242,4.411691642
244,D1-4,D1,4,TRUE,JCM14889-1s-260,0.665797363,220,208,230,5.487389218,2,244,3.111075211
245,D1-4,D1,4,TRUE,JCM14889-1s-261,0.853255358,219,204,231,7.315033344,2,245,3.768289036
