id,group,day,num,S,name,hight,peak,L,R,A,peaknumber,index,content
1708,d2-4,d2,4,TRUE,JCM14889-4-1s-26,0.281529034,218,208,227,2.257894692,2,1708,0.632210514
1710,d2-4,d2,4,TRUE,JCM14889-4-1s-28,0.395286195,218,204,227,3.076590987,2,1710,0.861445476
1711,d2-4,d2,4,TRUE,JCM14889-4-1s-30,0.276466743,217,207,226,1.851174065,2,1711,0.518328738
1713,d2-4,d2,4,TRUE,JCM14889-4-1s-32,0.550406752,218,203,229,5.493263589,2,1713,1.538113805
1715,d2-4,d2,4,TRUE,JCM14889-4-1s-34,0.432844461,218,203,231,4.808912363,2,1715,1.346495462
1716,d2-4,d2,4,TRUE,JCM14889-4-1s-36,0.441980025,218,204,231,4.175151618,2,1716,1.169042453
1718,d2-4,d2,4,TRUE,JCM14889-4-1s-38,0.230094865,218,210,231,1.809743457,2,1718,0.506728168
1719,d2-4,d2,4,TRUE,JCM14889-4-1s-40,0.190901324,215,205,226,1.839608724,2,1719,0.515090443
1720,d2-4,d2,4,TRUE,JCM14889-4-1s-41,0.555617134,218,204,232,5.570504074,2,1720,1.559741141
1721,d2-4,d2,4,TRUE,JCM14889-4-1s-42,0.437694518,218,204,232,4.809196889,2,1721,1.346575129
1722,d2-4,d2,4,TRUE,JCM14889-4-1s-43,0.195861771,217,207,227,1.465926484,2,1722,0.410459416
1723,d2-4,d2,4,TRUE,JCM14889-4-1s-44,0.658546775,217,206,230,5.824645847,2,1723,1.630900837
1724,d2-4,d2,4,TRUE,JCM14889-4-1s-46,0.261618796,218,203,229,2.765145786,2,1724,0.77424082
1725,d2-4,d2,4,TRUE,JCM14889-4-1s-51,1.275698891,218,202,232,13.37687131,2,1725,3.745523967
1726,d2-4,d2,4,TRUE,JCM14889-4-1s-52,0.264430584,219,205,226,2.199408041,2,1726,0.615834251
1727,d2-4,d2,4,TRUE,JCM14889-4-1s-53,0.199275185,218,210,226,1.184064759,2,1727,0.331538133
1728,d2-4,d2,4,TRUE,JCM14889-4-1s-54,0.256289605,219,206,227,2.096879635,2,1728,0.587126298
1729,d2-4,d2,4,TRUE,JCM14889-4-1s-55,0.37010821,218,206,228,3.07465859,2,1729,0.860904405
1730,d2-4,d2,4,TRUE,JCM14889-4-1s-56,0.536599703,217,200,231,5.700760394,2,1730,1.59621291
1731,d2-4,d2,4,TRUE,JCM14889-4-1s-57,0.794232569,218,201,231,8.147782159,2,1731,2.281379005
1732,d2-4,d2,4,TRUE,JCM14889-4-1s-58,0.892339232,218,200,232,9.266915525,2,1732,2.594736347
1733,d2-4,d2,4,TRUE,JCM14889-4-1s-59,0.336320881,218,204,229,3.65524933,2,1733,1.023469812
1734,d2-4,d2,4,TRUE,JCM14889-4-1s-61,0.772803051,218,206,231,7.47299954,2,1734,2.092439871
1735,d2-4,d2,4,TRUE,JCM14889-4-1s-62,1.115391501,218,202,229,11.40644864,2,1735,3.193805619
1736,d2-4,d2,4,TRUE,JCM14889-4-1s-63,0.193948212,219,208,229,1.819589327,2,1736,0.509485012
1738,d2-4,d2,4,TRUE,JCM14889-4-1s-66,0.226729491,220,207,231,2.336112716,2,1738,0.65411156
1739,d2-4,d2,4,TRUE,JCM14889-4-1s-67,0.356615216,218,204,226,2.796273906,2,1739,0.782956694
1742,d2-4,d2,4,TRUE,JCM14889-4-1s-70,0.450096889,218,206,234,4.828231796,2,1742,1.351904903
1743,d2-4,d2,4,TRUE,JCM14889-4-1s-73,1.072781209,218,200,231,10.85241382,2,1743,3.03867587
1744,d2-4,d2,4,TRUE,JCM14889-4-1s-75,0.233196035,217,205,226,1.744532351,2,1744,0.488469058
1745,d2-4,d2,4,TRUE,JCM14889-4-1s-76,0.877721914,218,201,230,9.683761193,2,1745,2.711453134
1746,d2-4,d2,4,TRUE,JCM14889-4-1s-77,0.231559495,217,207,224,1.463498267,2,1746,0.409779515
1747,d2-4,d2,4,TRUE,JCM14889-4-1s-78,0.206378421,218,212,228,1.174574172,2,1747,0.328880768
1748,d2-4,d2,4,TRUE,JCM14889-4-1s-79,0.345876156,219,207,228,3.306269621,2,1748,0.925755494
1750,d2-4,d2,4,TRUE,JCM14889-4-1s-81,0.678681977,217,204,230,6.49493159,2,1750,1.818580845
1751,d2-4,d2,4,TRUE,JCM14889-4-1s-82,0.489188883,218,203,229,4.7302204,2,1751,1.324461712
1752,d2-4,d2,4,TRUE,JCM14889-4-1s-83,0.753602103,217,203,230,8.189788347,2,1752,2.293140737
1753,d2-4,d2,4,TRUE,JCM14889-4-1s-84,0.2941585,217,206,228,2.442562223,2,1753,0.683917422
1755,d2-4,d2,4,TRUE,JCM14889-4-1s-86,0.854260637,218,205,233,8.618772201,2,1755,2.413256216
1756,d2-4,d2,4,TRUE,JCM14889-4-1s-87,1.082636886,218,201,234,12.07895077,2,1756,3.382106216
1757,d2-4,d2,4,TRUE,JCM14889-4-1s-88,0.621046681,218,205,229,6.347315377,2,1757,1.777248306
1758,d2-4,d2,4,TRUE,JCM14889-4-1s-89,0.436675343,218,200,227,3.839374008,2,1758,1.075024722
1759,d2-4,d2,4,TRUE,JCM14889-4-1s-90,0.463991724,218,204,228,3.999299107,2,1759,1.11980375
1760,d2-4,d2,4,TRUE,JCM14889-4-1s-91,0.353953076,217,204,229,3.734129207,2,1760,1.045556178
1761,d2-4,d2,4,TRUE,JCM14889-4-1s-93,0.257753912,219,208,229,1.822799446,2,1761,0.510383845
1762,d2-4,d2,4,TRUE,JCM14889-4-1s-94,0.398610357,218,206,226,3.569749931,2,1762,0.999529981
1763,d2-4,d2,4,TRUE,JCM14889-4-1s-96,0.590246961,217,205,228,5.152081021,2,1763,1.442582686
1764,d2-4,d2,4,TRUE,JCM14889-4-1s-97,0.752783727,218,207,229,6.501503441,2,1764,1.820420963
1765,d2-4,d2,4,TRUE,JCM14889-4-1s-99,0.448180087,218,203,228,4.176934762,2,1765,1.169541733
1766,d2-4,d2,4,TRUE,JCM14889-4-1s-101,0.691208856,218,205,229,6.547381246,2,1766,1.833266749
1767,d2-4,d2,4,TRUE,JCM14889-4-1s-102,0.369785407,218,201,229,3.446230623,2,1767,0.964944574
1768,d2-4,d2,4,TRUE,JCM14889-4-1s-103,0.554673922,218,203,229,5.524138861,2,1768,1.546758881
1769,d2-4,d2,4,TRUE,JCM14889-4-1s-105,0.584558251,217,205,229,5.460469152,2,1769,1.528931363
1770,d2-4,d2,4,TRUE,JCM14889-4-1s-106,0.840874075,217,202,234,8.668001671,2,1770,2.427040468
1771,d2-4,d2,4,TRUE,JCM14889-4-1s-108,0.713411289,218,202,229,7.021924118,2,1771,1.966138753
1772,d2-4,d2,4,TRUE,JCM14889-4-1s-109,0.275363802,217,207,226,2.101159822,2,1772,0.58832475
1774,d2-4,d2,4,TRUE,JCM14889-4-1s-111,1.0554228,218,202,231,10.55501432,2,1774,2.95540401
1776,d2-4,d2,4,TRUE,JCM14889-4-1s-113,0.275849579,218,210,227,1.972959091,2,1776,0.552428545
1777,d2-4,d2,4,TRUE,JCM14889-4-1s-114,0.518353573,218,202,227,4.752646693,2,1777,1.330741074
1778,d2-4,d2,4,TRUE,JCM14889-4-1s-115,0.244023979,218,207,227,2.255157113,2,1778,0.631443992
1779,d2-4,d2,4,TRUE,JCM14889-4-1s-117,0.7796735,217,205,229,7.918657948,2,1779,2.217224225
1780,d2-4,d2,4,TRUE,JCM14889-4-1s-118,0.25911728,217,207,229,2.794025722,2,1780,0.782327202
1781,d2-4,d2,4,TRUE,JCM14889-4-1s-119,0.454928244,217,202,228,4.453289458,2,1781,1.246921048
1782,d2-4,d2,4,TRUE,JCM14889-4-1s-120,1.027877578,218,201,231,10.42513541,2,1782,2.919037915
1783,d2-4,d2,4,TRUE,JCM14889-4-1s-121,0.463909225,218,204,231,5.320179741,2,1783,1.489650327
1784,d2-4,d2,4,TRUE,JCM14889-4-1s-125,0.469242732,219,205,230,4.906334499,2,1784,1.37377366
1785,d2-4,d2,4,TRUE,JCM14889-4-1s-126,0.188459171,217,208,223,1.039398284,2,1785,0.29103152
1788,d2-4,d2,4,TRUE,JCM14889-4-1s-130,0.806183947,218,201,229,7.760169828,2,1788,2.172847552
1789,d2-4,d2,4,TRUE,JCM14889-4-1s-131,0.89294431,217,199,230,8.800885603,2,1789,2.464247969
1790,d2-4,d2,4,TRUE,JCM14889-4-1s-132,0.372635103,218,206,227,3.721936387,2,1790,1.042142188
1791,d2-4,d2,4,TRUE,JCM14889-4-1s-133,0.315589855,216,208,231,3.328683135,2,1791,0.932031278
1792,d2-4,d2,4,TRUE,JCM14889-4-1s-134,0.774200331,217,204,228,7.31375632,2,1792,2.04785177
1794,d2-4,d2,4,TRUE,JCM14889-4-1s-136,0.279083449,218,206,231,2.964967823,2,1794,0.83019099
1796,d2-4,d2,4,TRUE,JCM14889-4-1s-138,0.397105918,218,207,227,3.366507526,2,1796,0.942622107
1797,d2-4,d2,4,TRUE,JCM14889-4-1s-139,0.539867198,218,201,226,4.602873615,2,1797,1.288804612
1798,d2-4,d2,4,TRUE,JCM14889-4-1s-140,0.43635081,218,207,230,3.731486591,2,1798,1.044816245
1799,d2-4,d2,4,TRUE,JCM14889-4-1s-141,0.432821126,218,205,230,4.260098068,2,1799,1.192827459
1801,d2-4,d2,4,TRUE,JCM14889-4-1s-143,0.379822765,219,206,228,3.206905807,2,1801,0.897933626
1802,d2-4,d2,4,TRUE,JCM14889-4-1s-144,0.251867448,219,206,228,2.635468623,2,1802,0.737931214
1803,d2-4,d2,4,TRUE,JCM14889-4-1s-145,0.177582727,220,210,228,1.330740511,2,1803,0.372607343
1805,d2-4,d2,4,TRUE,JCM14889-4-1s-147,0.383863612,217,203,229,4.408046438,2,1805,1.234253003
1806,d2-4,d2,4,TRUE,JCM14889-4-1s-148,1.214532363,218,200,231,12.65300343,2,1806,3.54284096
1807,d2-4,d2,4,TRUE,JCM14889-4-1s-149,0.22568334,218,205,226,1.528774099,2,1807,0.428056748
1808,d2-4,d2,4,TRUE,JCM14889-4-1s-151,0.959967605,218,204,233,10.89377877,2,1808,3.050258056
1810,d2-4,d2,4,TRUE,JCM14889-4-1s-153,0.913208091,218,204,230,9.216310153,2,1810,2.580566843
1811,d2-4,d2,4,TRUE,JCM14889-4-1s-154,0.998440365,218,204,233,9.848743489,2,1811,2.757648177
1812,d2-4,d2,4,TRUE,JCM14889-4-1s-155,0.384239604,217,206,229,3.752646112,2,1812,1.050740911
1813,d2-4,d2,4,TRUE,JCM14889-4-1s-156,0.758765841,219,203,233,7.80220275,2,1813,2.18461677
1814,d2-4,d2,4,TRUE,JCM14889-4-1s-157,0.340522512,219,209,233,3.440562103,2,1814,0.963357389
1815,d2-4,d2,4,TRUE,JCM14889-4-1s-158,0.621501199,218,204,229,6.255883243,2,1815,1.751647308
1816,d2-4,d2,4,TRUE,JCM14889-4-1s-159,0.441442047,217,207,227,3.690063675,2,1816,1.033217829
1817,d2-4,d2,4,TRUE,JCM14889-4-1s-160,0.257667424,216,207,225,1.797485057,2,1817,0.503295816
1818,d2-4,d2,4,TRUE,JCM14889-4-1s-161,0.435179877,218,208,229,3.689718667,2,1818,1.033121227
1819,d2-4,d2,4,TRUE,JCM14889-4-1s-162,0.67857877,217,204,229,6.850455592,2,1819,1.918127566
1821,d2-4,d2,4,TRUE,JCM14889-4-1s-164,0.606572023,218,205,228,5.687244609,2,1821,1.592428491
1822,d2-4,d2,4,TRUE,JCM14889-4-1s-165,0.497606226,219,207,230,4.460704508,2,1822,1.248997262
1823,d2-4,d2,4,TRUE,JCM14889-4-1s-166,0.75358909,218,204,229,7.317389684,2,1823,2.048869112
1824,d2-4,d2,4,TRUE,JCM14889-4-1s-167,0.543837018,217,202,227,5.26879328,2,1824,1.475262118
1825,d2-4,d2,4,TRUE,JCM14889-4-1s-169,0.401598439,218,207,226,2.773750368,2,1825,0.776650103
1826,d2-4,d2,4,TRUE,JCM14889-4-1s-170,0.565600231,218,204,228,5.628013605,2,1826,1.575843809
1828,d2-4,d2,4,TRUE,JCM14889-4-1s-172,0.479213986,218,208,232,4.346675941,2,1828,1.217069263
1829,d2-4,d2,4,TRUE,JCM14889-4-1s-173,0.190662379,217,207,229,1.951124113,2,1829,0.546314752
1830,d2-4,d2,4,TRUE,JCM14889-4-1s-174,1.011133658,217,201,233,10.12164665,2,1830,2.834061062
1831,d2-4,d2,4,TRUE,JCM14889-4-1s-175,0.322521127,217,204,224,2.215761564,2,1831,0.620413238
1832,d2-4,d2,4,TRUE,JCM14889-4-1s-176,0.413005007,216,208,223,2.269695909,2,1832,0.635514855
1833,d2-4,d2,4,TRUE,JCM14889-4-1s-177,0.445211891,217,207,228,3.506038229,2,1833,0.981690704
1834,d2-4,d2,4,TRUE,JCM14889-4-1s-179,0.818254215,217,203,233,8.274761096,2,1834,2.316933107
1835,d2-4,d2,4,TRUE,JCM14889-4-1s-182,0.323475764,218,203,226,2.588032088,2,1835,0.724648985
1837,d2-4,d2,4,TRUE,JCM14889-4-1s-185,0.258235839,218,205,225,2.053054943,2,1837,0.574855384
1839,d2-4,d2,4,TRUE,JCM14889-4-1s-188,0.328918374,217,205,226,2.985463902,2,1839,0.835929893
1840,d2-4,d2,4,TRUE,JCM14889-4-1s-189,0.180836938,221,216,226,0.54006946,2,1840,0.151219449
1841,d2-4,d2,4,TRUE,JCM14889-4-1s-192,1.017921441,218,201,233,10.59657342,2,1841,2.967040558
1842,d2-4,d2,4,TRUE,JCM14889-4-1s-193,0.257342553,218,202,227,2.199146707,2,1842,0.615761078
1844,d2-4,d2,4,TRUE,JCM14889-4-1s-195,0.39444495,217,207,228,3.517556876,2,1844,0.984915925
1845,d2-4,d2,4,TRUE,JCM14889-4-1s-197,0.401992875,218,206,229,3.655040058,2,1845,1.023411216
1846,d2-4,d2,4,TRUE,JCM14889-4-1s-198,0.814075135,217,202,230,7.932762655,2,1846,2.221173543
1847,d2-4,d2,4,TRUE,JCM14889-4-1s-200,0.558937059,217,207,229,5.368514104,2,1847,1.503183949
1850,d2-4,d2,4,TRUE,JCM14889-4-1s-209,0.306511987,217,203,232,2.972708345,2,1850,0.832358337
2048,d3-1,d3,1,TRUE,JCM14889-1-1s-57,0.290491707,219,205,228,3.277469483,2,2048,0.917691455
2049,d3-1,d3,1,TRUE,JCM14889-1-1s-115,0.409672904,216,203,225,3.393895194,2,2049,0.950290654
2050,d3-1,d3,1,TRUE,JCM14889-1-1s-117,0.404257038,217,210,229,2.406563547,2,2050,0.673837793
2052,d3-1,d3,1,TRUE,JCM14889-1-1s-123,0.324572924,218,204,227,2.995102896,2,2052,0.838628811
2053,d3-1,d3,1,TRUE,JCM14889-1-1s-176,0.476433736,217,204,230,4.537476985,2,2053,1.270493556
2054,d3-1,d3,1,TRUE,JCM14889-1-1s-200,0.18235619,218,207,223,0.647348269,2,2054,0.181257515
2258,d3-2,d3,2,TRUE,JCM14889-2-1s-186,0.252844381,217,206,227,2.214373192,2,2258,0.620024494
2603,d3-4,d3,4,TRUE,JCM14889-4-1s-3,0.184861714,216,207,228,1.60698434,2,2603,0.449955615
2604,d3-4,d3,4,TRUE,JCM14889-4-1s-6,0.617660761,217,205,235,6.542726965,2,2604,1.83196355
2605,d3-4,d3,4,TRUE,JCM14889-4-1s-10,0.233180496,218,206,224,1.303960324,2,2605,0.365108891
2607,d3-4,d3,4,TRUE,JCM14889-4-1s-19,0.545137511,217,203,229,4.944826303,2,2607,1.384551365
2608,d3-4,d3,4,TRUE,JCM14889-4-1s-21,0.20161825,218,205,223,1.098009329,2,2608,0.307442612
2609,d3-4,d3,4,TRUE,JCM14889-4-1s-23,0.211949621,217,200,225,1.32542157,2,2609,0.37111804
2610,d3-4,d3,4,TRUE,JCM14889-4-1s-24,1.020131407,218,201,231,10.87559839,2,2610,3.045167549
2613,d3-4,d3,4,TRUE,JCM14889-4-1s-28,0.729316951,217,205,229,7.840757545,2,2613,2.195412113
2615,d3-4,d3,4,TRUE,JCM14889-4-1s-38,0.31215951,218,204,226,3.302693772,2,2615,0.924754256
2616,d3-4,d3,4,TRUE,JCM14889-4-1s-39,0.327324654,217,204,225,2.676738523,2,2616,0.749486786
2617,d3-4,d3,4,TRUE,JCM14889-4-1s-40,0.64291523,218,203,228,6.571810225,2,2617,1.840106863
2618,d3-4,d3,4,TRUE,JCM14889-4-1s-46,0.427421701,217,204,231,4.795525681,2,2618,1.342747191
2619,d3-4,d3,4,TRUE,JCM14889-4-1s-54,0.619961159,217,205,229,5.787713578,2,2619,1.620559802
2620,d3-4,d3,4,TRUE,JCM14889-4-1s-55,0.211511292,218,207,225,1.702595759,2,2620,0.476726813
2622,d3-4,d3,4,TRUE,JCM14889-4-1s-57,0.180697697,220,206,225,1.310141438,2,2622,0.366839603
2623,d3-4,d3,4,TRUE,JCM14889-4-1s-59,0.32690613,216,206,229,3.476987156,2,2623,0.973556404
2626,d3-4,d3,4,TRUE,JCM14889-4-1s-69,0.28736853,217,204,225,2.44491427,2,2626,0.684575996
2627,d3-4,d3,4,TRUE,JCM14889-4-1s-72,0.291961217,218,205,227,2.494403605,2,2627,0.698433009
2628,d3-4,d3,4,TRUE,JCM14889-4-1s-75,0.180524946,217,206,227,1.395905953,2,2628,0.390853667
2629,d3-4,d3,4,TRUE,JCM14889-4-1s-77,0.775948183,216,201,227,7.443304862,2,2629,2.084125361
2630,d3-4,d3,4,TRUE,JCM14889-4-1s-79,0.607226751,216,202,229,5.904031863,2,2630,1.653128922
2631,d3-4,d3,4,TRUE,JCM14889-4-1s-81,0.392626292,219,200,229,4.278358265,2,2631,1.197940314
2632,d3-4,d3,4,TRUE,JCM14889-4-1s-84,0.223100916,218,207,227,1.623649457,2,2632,0.454621848
2634,d3-4,d3,4,TRUE,JCM14889-4-1s-86,0.291269257,218,206,228,2.984473831,2,2634,0.835652673
2635,d3-4,d3,4,TRUE,JCM14889-4-1s-87,0.327374013,217,206,228,2.409342853,2,2635,0.674615999
2636,d3-4,d3,4,TRUE,JCM14889-4-1s-88,0.2196401,216,210,230,1.056755797,2,2636,0.295891623
2637,d3-4,d3,4,TRUE,JCM14889-4-1s-94,0.456553587,217,206,227,4.213298544,2,2637,1.179723592
2638,d3-4,d3,4,TRUE,JCM14889-4-1s-102,0.244315659,218,207,225,2.050078614,2,2638,0.574022012
2639,d3-4,d3,4,TRUE,JCM14889-4-1s-104,0.35438152,217,204,228,3.336972161,2,2639,0.934352205
2640,d3-4,d3,4,TRUE,JCM14889-4-1s-110,0.241568255,218,207,227,2.74499632,2,2640,0.76859897
2641,d3-4,d3,4,TRUE,JCM14889-4-1s-116,0.632872649,216,203,228,6.511123211,2,2641,1.823114499
2642,d3-4,d3,4,TRUE,JCM14889-4-1s-117,0.186481112,218,212,228,0.999456461,2,2642,0.279847809
2643,d3-4,d3,4,TRUE,JCM14889-4-1s-119,0.581709695,217,205,227,4.869224808,2,2643,1.363382946
2644,d3-4,d3,4,TRUE,JCM14889-4-1s-122,0.374945299,217,201,231,4.558963134,2,2644,1.276509678
2645,d3-4,d3,4,TRUE,JCM14889-4-1s-126,0.505149064,217,206,227,4.431533962,2,2645,1.240829509
2646,d3-4,d3,4,TRUE,JCM14889-4-1s-128,0.572672873,216,205,227,5.507786763,2,2646,1.542180294
2647,d3-4,d3,4,TRUE,JCM14889-4-1s-132,0.298327532,217,201,225,2.334378738,2,2647,0.653626047
2648,d3-4,d3,4,TRUE,JCM14889-4-1s-133,0.286852703,217,211,224,0.821032537,2,2648,0.22988911
2649,d3-4,d3,4,TRUE,JCM14889-4-1s-137,0.383190321,217,204,228,4.056920604,2,2649,1.135937769
2651,d3-4,d3,4,TRUE,JCM14889-4-1s-148,0.569888641,217,204,228,5.472786453,2,2651,1.532380207
2652,d3-4,d3,4,TRUE,JCM14889-4-1s-149,0.432663779,217,204,226,3.802969559,2,2652,1.064831477
2653,d3-4,d3,4,TRUE,JCM14889-4-1s-150,0.526520998,217,205,228,4.379907811,2,2653,1.226374187
2654,d3-4,d3,4,TRUE,JCM14889-4-1s-153,0.253492425,217,209,223,1.131245382,2,2654,0.316748707
2656,d3-4,d3,4,TRUE,JCM14889-4-1s-161,0.335295359,218,207,226,2.710260098,2,2656,0.758872827
2658,d3-4,d3,4,TRUE,JCM14889-4-1s-170,0.278711233,216,205,222,1.298711211,2,2658,0.363639139
2660,d3-4,d3,4,TRUE,JCM14889-4-1s-179,0.389003883,217,203,226,2.961831609,2,2660,0.829312851
2663,d3-4,d3,4,TRUE,JCM14889-4-1s-198,0.289313029,217,201,229,2.825382499,2,2663,0.7911071
2664,d3-4,d3,4,TRUE,JCM14889-4-1s-200,0.444728549,218,204,229,4.454551265,2,2664,1.247274354
2665,d3-4,d3,4,TRUE,JCM14889-4-1s-202,0.211631534,217,212,228,0.983795265,2,2665,0.275462674
2666,d3-4,d3,4,TRUE,JCM14889-4-1s-204,0.176582558,217,202,222,1.027828975,2,2666,0.287792113
2668,d3-4,d3,4,TRUE,JCM14889-4-1s-206,0.693300142,217,200,229,6.762538215,2,2668,1.8935107
216,d1-1,d1,1,TRUE,JCM14889-1-1s-12,0.17575259,217,216,226,0.115715367,2,216,0.032400303
246,d1-1,d1,1,TRUE,JCM14889-1-1s-42,0.162443093,221,209,227,1.114400652,2,246,0.312032183
479,d1-2,d1,2,TRUE,JCM14889-2-1s-5,0.277802998,219,217,229,0.092676424,2,479,0.025949399
488,d1-2,d1,2,TRUE,JCM14889-2-1s-23,0.098372178,216,210,227,0.69836777,2,488,0.195542976
489,d1-2,d1,2,TRUE,JCM14889-2-1s-26,0.165109352,220,218,223,0.055681972,2,489,0.015590952
495,d1-2,d1,2,TRUE,JCM14889-2-1s-36,0.149021114,218,209,224,0.683633212,2,495,0.191417299
507,d1-2,d1,2,TRUE,JCM14889-2-1s-57,0.16664508,216,210,221,0.680293735,2,507,0.190482246
511,d1-2,d1,2,TRUE,JCM14889-2-1s-62,0.201769506,216,210,220,0.534230522,2,511,0.149584546
515,d1-2,d1,2,TRUE,JCM14889-2-1s-66,0.126365133,216,209,226,0.66356158,2,515,0.185797242
545,d1-2,d1,2,TRUE,JCM14889-2-1s-119,0.195894745,217,209,221,0.63566379,2,545,0.177985861
559,d1-2,d1,2,TRUE,JCM14889-2-1s-136,0.2316255,218,215,228,0.467612065,2,559,0.130931378
572,d1-2,d1,2,TRUE,JCM14889-2-1s-151,0.173231801,219,217,226,0.206717681,2,572,0.057880951
586,d1-2,d1,2,TRUE,JCM14889-2-1s-168,0.15414572,215,213,220,0.151769922,2,586,0.042495578
589,d1-2,d1,2,TRUE,JCM14889-2-1s-171,0.327540913,218,209,220,0.554532352,2,589,0.155269059
600,d1-2,d1,2,TRUE,JCM14889-2-1s-195,0.183847761,219,217,225,0.250931184,2,600,0.070260732
601,d1-2,d1,2,TRUE,JCM14889-2-1s-196,0.129144417,216,213,224,0.351824157,2,601,0.098510764
602,d1-2,d1,2,TRUE,JCM14889-2-1s-197,0.158395257,215,209,229,1.525045399,2,602,0.427012712
603,d1-2,d1,2,TRUE,JCM14889-2-1s-198,0.095075395,220,215,223,0.192442471,2,603,0.053883892
995,d1-4,d1,4,TRUE,JCM14889-4-1s-183,0.234020156,219,217,229,0.228281859,2,995,0.063918921
1091,d2-1,d2,1,TRUE,JCM14889-1-1s-18,0.151687258,218,209,227,1.143162922,2,1091,0.320085618
1094,d2-1,d2,1,TRUE,JCM14889-1-1s-25,0.148274751,217,209,226,0.848213117,2,1094,0.237499673
1097,d2-1,d2,1,TRUE,JCM14889-1-1s-31,0.140445612,218,210,225,0.944142498,2,1097,0.264359899
1098,d2-1,d2,1,TRUE,JCM14889-1-1s-32,0.173750401,217,209,228,1.648732563,2,1098,0.461645118
1101,d2-1,d2,1,TRUE,JCM14889-1-1s-36,0.110545023,218,210,227,0.669082872,2,1101,0.187343204
1103,d2-1,d2,1,TRUE,JCM14889-1-1s-39,0.168068766,218,209,227,1.252204,2,1103,0.35061712
1116,d2-1,d2,1,TRUE,JCM14889-1-1s-63,0.112066161,215,209,223,0.818555975,2,1116,0.229195673
1118,d2-1,d2,1,TRUE,JCM14889-1-1s-65,0.161599757,217,216,229,0.018923015,2,1118,0.005298444
1120,d2-1,d2,1,TRUE,JCM14889-1-1s-69,0.160968856,217,212,227,0.954960554,2,1120,0.267388955
1130,d2-1,d2,1,TRUE,JCM14889-1-1s-81,0.23293948,219,217,225,0.216039666,2,1130,0.060491106
1226,d2-1,d2,1,TRUE,JCM14889-1-1s-202,0.161199771,221,219,232,0.286856686,2,1226,0.080319872
1695,d2-4,d2,4,TRUE,JCM14889-4-1s-7,0.162994348,218,209,227,0.851172928,2,1695,0.23832842
1702,d2-4,d2,4,TRUE,JCM14889-4-1s-18,0.158587776,219,209,223,0.377270302,2,1702,0.105635685
1709,d2-4,d2,4,TRUE,JCM14889-4-1s-27,0.104210579,218,210,223,0.550307867,2,1709,0.154086203
1714,d2-4,d2,4,TRUE,JCM14889-4-1s-33,0.181923932,219,218,226,0.031162497,2,1714,0.008725499
1717,d2-4,d2,4,TRUE,JCM14889-4-1s-37,0.135598594,217,209,223,0.740536671,2,1717,0.207350268
1737,d2-4,d2,4,TRUE,JCM14889-4-1s-64,0.171118227,217,209,226,0.785834213,2,1737,0.22003358
1740,d2-4,d2,4,TRUE,JCM14889-4-1s-68,0.16314519,217,212,230,1.551820879,2,1740,0.434509846
1741,d2-4,d2,4,TRUE,JCM14889-4-1s-69,0.164919886,218,209,221,0.255245423,2,1741,0.071468718
1749,d2-4,d2,4,TRUE,JCM14889-4-1s-80,0.118458836,221,216,227,0.47033223,2,1749,0.131693024
1775,d2-4,d2,4,TRUE,JCM14889-4-1s-112,0.157006339,218,212,227,0.998101063,2,1775,0.279468298
1786,d2-4,d2,4,TRUE,JCM14889-4-1s-128,0.121197848,218,217,223,0.111740727,2,1786,0.031287404
1795,d2-4,d2,4,TRUE,JCM14889-4-1s-137,0.143989289,217,209,221,0.691709859,2,1795,0.193678761
1809,d2-4,d2,4,TRUE,JCM14889-4-1s-152,0.266581023,219,218,227,0.020570913,2,1809,0.005759856
1820,d2-4,d2,4,TRUE,JCM14889-4-1s-163,0.198915155,217,209,221,0.834056717,2,1820,0.233535881
1836,d2-4,d2,4,TRUE,JCM14889-4-1s-184,0.243708886,217,213,226,1.188268896,2,1836,0.332715291
1838,d2-4,d2,4,TRUE,JCM14889-4-1s-187,0.159764844,217,210,226,1.095029612,2,1838,0.306608291
1848,d2-4,d2,4,TRUE,JCM14889-4-1s-202,0.206840303,219,216,229,0.359034968,2,1848,0.100529791
2606,d3-4,d3,4,TRUE,JCM14889-4-1s-17,0.276070153,218,217,227,0.070553754,2,2606,0.019755051
2612,d3-4,d3,4,TRUE,JCM14889-4-1s-27,0.195083314,220,209,221,0.360218105,2,2612,0.100861069
2614,d3-4,d3,4,TRUE,JCM14889-4-1s-32,0.290126232,218,217,227,0.014506582,2,2614,0.004061843
2625,d3-4,d3,4,TRUE,JCM14889-4-1s-66,0.24172733,218,209,222,0.654436457,2,2625,0.183242208
2633,d3-4,d3,4,TRUE,JCM14889-4-1s-85,0.154620611,218,213,220,0.121336152,2,2633,0.033974123
2655,d3-4,d3,4,TRUE,JCM14889-4-1s-155,0.380362579,217,216,225,0.265710437,2,2655,0.074398922
2659,d3-4,d3,4,TRUE,JCM14889-4-1s-177,0.229786113,217,215,226,0.522853349,2,2659,0.146398938
2667,d3-4,d3,4,TRUE,JCM14889-4-1s-205,0.236008902,218,217,221,0.045703911,2,2667,0.012797095
302,d1-1,d1,1,TRUE,JCM14889-1-1s-100,0.046000302,221,216,224,0.132197264,2,302,0.037015234
516,d1-2,d1,2,TRUE,JCM14889-2-1s-68,0.253693442,217,214,218,0.040579901,2,516,0.011362372
