,group,day,num,S,name,hight,peak,L,R,A,peaknumber,index,AA
349,DSM18266-2,DSM18266,2,TRUE,DSM18266-1s-350,1.85424238,221,203,236,18.05086713,2,349,6.881218996
350,DSM18266-2,DSM18266,2,TRUE,DSM18266-1s-351,1.072915858,220,209,230,9.076590044,2,350,4.351261128
351,DSM18266-2,DSM18266,2,TRUE,DSM18266-1s-352,1.345614077,221,206,233,12.97935442,2,351,5.522919685
352,DSM18266-2,DSM18266,2,TRUE,DSM18266-1s-353,1.292746408,221,210,232,11.4854547,2,352,5.090558846
353,DSM18266-2,DSM18266,2,TRUE,DSM18266-1s-355,0.556507639,221,210,232,4.731656649,2,353,2.818440138
354,DSM18266-2,DSM18266,2,TRUE,DSM18266-1s-356,1.092478549,220,209,230,9.561373638,2,354,4.504848533
355,DSM18266-2,DSM18266,2,TRUE,DSM18266-1s-357,1.108193646,221,209,232,9.945036809,2,355,4.624565447
356,DSM18266-2,DSM18266,2,TRUE,DSM18266-1s-359,1.165904172,222,209,236,10.91725792,2,356,4.921253239
357,DSM18266-2,DSM18266,2,TRUE,DSM18266-1s-360,0.903045218,221,211,232,8.447851965,2,357,4.147924696
358,DSM18266-2,DSM18266,2,TRUE,DSM18266-1s-361,1.234594953,221,210,231,11.60796405,2,358,5.126693686
359,DSM18266-2,DSM18266,2,TRUE,DSM18266-1s-362,1.279062741,222,210,235,13.0936861,2,359,5.555305541
361,DSM18266-2,DSM18266,2,TRUE,DSM18266-1s-364,0.545255029,221,209,229,4.732053072,2,361,2.818597557
362,DSM18266-2,DSM18266,2,TRUE,DSM18266-1s-365,1.089860455,221,209,232,10.51703047,2,362,4.800230457
363,DSM18266-2,DSM18266,2,TRUE,DSM18266-1s-367,0.847938868,221,209,230,7.486845585,2,363,3.827065695
364,DSM18266-2,DSM18266,2,TRUE,DSM18266-1s-368,0.493960973,221,212,229,3.937558877,2,364,2.493549767
365,DSM18266-2,DSM18266,2,TRUE,DSM18266-1s-369,0.753798713,221,213,232,5.644682267,2,365,3.170246273
366,DSM18266-2,DSM18266,2,TRUE,DSM18266-1s-370,0.984274957,220,206,229,8.489289697,2,366,4.161477678
367,DSM18266-2,DSM18266,2,TRUE,DSM18266-1s-371,1.470246403,220,206,233,13.68439627,2,367,5.721155624
368,DSM18266-2,DSM18266,2,TRUE,DSM18266-1s-372,1.276625943,221,209,233,12.03756456,2,368,5.252415644
369,DSM18266-2,DSM18266,2,TRUE,DSM18266-1s-373,1.00809693,221,209,233,9.458464643,2,369,4.472466502
370,DSM18266-2,DSM18266,2,TRUE,DSM18266-1s-374,1.416856561,221,201,235,12.58671763,2,370,5.41096834
371,DSM18266-2,DSM18266,2,TRUE,DSM18266-1s-375,1.377641979,221,210,232,11.98548802,2,371,5.237256143
372,DSM18266-2,DSM18266,2,TRUE,DSM18266-1s-377,1.979130045,221,203,232,18.06763307,2,372,6.885479262
373,DSM18266-2,DSM18266,2,TRUE,DSM18266-1s-378,1.512488431,221,206,232,13.41980689,2,373,5.647169774
374,DSM18266-2,DSM18266,2,TRUE,DSM18266-1s-379,1.757337568,221,208,234,15.61034344,2,374,6.246090972
375,DSM18266-2,DSM18266,2,TRUE,DSM18266-1s-380,1.599667443,221,209,232,14.0378094,2,375,5.819239445
376,DSM18266-2,DSM18266,2,TRUE,DSM18266-1s-381,1.731407231,221,206,233,15.84414311,2,376,6.308302405
377,DSM18266-2,DSM18266,2,TRUE,DSM18266-1s-383,1.42923128,221,209,233,13.14378943,2,377,5.569468201
378,DSM18266-2,DSM18266,2,TRUE,DSM18266-1s-384,0.521273009,221,210,227,3.819501003,2,378,2.443455415
379,DSM18266-2,DSM18266,2,TRUE,DSM18266-1s-385,0.722232238,222,209,229,6.097975956,2,379,3.337775622
380,DSM18266-2,DSM18266,2,TRUE,DSM18266-1s-386,2.051113305,220,206,235,19.16505801,2,380,7.161545553
381,DSM18266-2,DSM18266,2,TRUE,DSM18266-1s-387,0.628135766,221,209,232,6.285723894,2,381,3.405939011
382,DSM18266-2,DSM18266,2,TRUE,DSM18266-1s-388,1.509903688,221,208,231,13.25218419,2,382,5.600046618
383,DSM18266-2,DSM18266,2,TRUE,DSM18266-1s-389,1.205970467,221,206,234,11.46590351,2,383,5.084780248
384,DSM18266-2,DSM18266,2,TRUE,DSM18266-1s-390,1.29687497,221,209,230,11.48914596,2,384,5.091649477
385,DSM18266-2,DSM18266,2,TRUE,DSM18266-1s-391,1.638430393,221,207,232,15.79917237,2,385,6.2963601
387,DSM18266-2,DSM18266,2,TRUE,DSM18266-1s-393,1.620765672,221,208,234,14.76107275,2,387,6.017442474
388,DSM18266-2,DSM18266,2,TRUE,DSM18266-1s-394,1.599792823,221,203,233,14.19588913,2,388,5.862844819
389,DSM18266-2,DSM18266,2,TRUE,DSM18266-1s-395,1.843560142,220,206,233,16.33270918,2,389,6.437325745
390,DSM18266-2,DSM18266,2,TRUE,DSM18266-1s-396,1.731794308,220,203,232,15.33048282,2,390,6.171213266
391,DSM18266-2,DSM18266,2,TRUE,DSM18266-1s-398,1.674085374,221,208,232,15.26869807,2,391,6.154621338
392,DSM18266-2,DSM18266,2,TRUE,DSM18266-1s-399,1.668141545,221,203,233,15.21357756,2,392,6.139800152
393,DSM18266-2,DSM18266,2,TRUE,DSM18266-1s-400,0.696033503,221,210,233,6.329981481,2,393,3.421907715
394,DSM18266-2,DSM18266,2,TRUE,DSM18266-1s-401,0.840631713,221,210,230,7.205571187,2,394,3.730602201
395,DSM18266-2,DSM18266,2,TRUE,DSM18266-1s-402,0.977864453,221,210,232,9.07627513,2,395,4.351160482
396,DSM18266-2,DSM18266,2,TRUE,DSM18266-1s-403,0.426094671,220,209,233,4.681896828,2,396,2.798645514
398,DSM18266-2,DSM18266,2,TRUE,DSM18266-1s-405,0.683923886,221,210,232,6.376153822,2,398,3.438527672
399,DSM18266-2,DSM18266,2,TRUE,DSM18266-1s-406,1.258102526,220,212,232,10.56264063,2,399,4.814098841
400,DSM18266-2,DSM18266,2,TRUE,DSM18266-1s-407,0.584216237,220,207,229,4.338524955,2,400,2.660080216
401,DSM18266-2,DSM18266,2,TRUE,DSM18266-1s-408,0.901556693,221,208,232,9.433980402,2,401,4.464744865
402,DSM18266-2,DSM18266,2,TRUE,DSM18266-1s-409,1.121897469,221,206,232,11.38012117,2,402,5.059387276
404,DSM18266-2,DSM18266,2,TRUE,DSM18266-1s-411,1.620911439,221,208,233,15.05468348,2,404,6.096975071
405,DSM18266-2,DSM18266,2,TRUE,DSM18266-1s-412,1.796466707,221,200,232,16.39994181,2,405,6.454979561
189,DSM18266-2,DSM18266,2,TRUE,DSM18266-1s-147,0.296050549,220,217,230,0.939284481,2,189,0.959101929
198,DSM18266-2,DSM18266,2,TRUE,DSM18266-1s-156,0.264665901,218,210,226,1.771161542,2,198,1.463879905
205,DSM18266-2,DSM18266,2,TRUE,DSM18266-1s-165,0.325564122,217,209,234,3.885331267,2,205,2.471451176
301,DSM18266-2,DSM18266,2,TRUE,DSM18266-1s-283,0.290307126,220,215,223,0.50598388,2,301,0.634976697
313,DSM18266-2,DSM18266,2,TRUE,DSM18266-1s-298,0.308323888,220,215,226,1.429081274,2,313,1.268736066
321,DSM18266-2,DSM18266,2,TRUE,DSM18266-1s-311,0.293859639,221,220,229,0.205649577,2,321,0.34840567
331,DSM18266-2,DSM18266,2,TRUE,DSM18266-1s-322,0.305575314,223,212,230,3.758993408,2,331,2.41758105
360,DSM18266-2,DSM18266,2,TRUE,DSM18266-1s-363,0.351015949,220,211,221,0.109022735,2,360,0.228215278
1,DSM18266-2,DSM18266,2,FALSE,DSM18266-1s-16,0,0,0,0,0,2,1,0
2,DSM18266-2,DSM18266,2,FALSE,DSM18266-1s-22,0,0,0,0,0,2,2,0
3,DSM18266-2,DSM18266,2,FALSE,DSM18266-1s-24,0,0,0,0,0,2,3,0
4,DSM18266-2,DSM18266,2,FALSE,DSM18266-1s-48,0,0,0,0,0,2,4,0
5,DSM18266-2,DSM18266,2,FALSE,DSM18266-1s-52,0,0,0,0,0,2,5,0
6,DSM18266-2,DSM18266,2,FALSE,DSM18266-1s-59,0,0,0,0,0,2,6,0
7,DSM18266-2,DSM18266,2,FALSE,DSM18266-1s-65,0,0,0,0,0,2,7,0
8,DSM18266-2,DSM18266,2,FALSE,DSM18266-1s-67,0,0,0,0,0,2,8,0
9,DSM18266-2,DSM18266,2,FALSE,DSM18266-1s-68,0,0,0,0,0,2,9,0
10,DSM18266-2,DSM18266,2,FALSE,DSM18266-1s-78,0,0,0,0,0,2,10,0
11,DSM18266-2,DSM18266,2,FALSE,DSM18266-1s-80,0,0,0,0,0,2,11,0
12,DSM18266-2,DSM18266,2,FALSE,DSM18266-1s-94,0,0,0,0,0,2,12,0
13,DSM18266-2,DSM18266,2,FALSE,DSM18266-1s-107,0,0,0,0,0,2,13,0
14,DSM18266-2,DSM18266,2,FALSE,DSM18266-1s-114,0,0,0,0,0,2,14,0
15,DSM18266-2,DSM18266,2,FALSE,DSM18266-1s-124,0,0,0,0,0,2,15,0
16,DSM18266-2,DSM18266,2,FALSE,DSM18266-1s-128,0,0,0,0,0,2,16,0
17,DSM18266-2,DSM18266,2,FALSE,DSM18266-1s-157,0,0,0,0,0,2,17,0
18,DSM18266-2,DSM18266,2,FALSE,DSM18266-1s-164,0,0,0,0,0,2,18,0
19,DSM18266-2,DSM18266,2,FALSE,DSM18266-1s-166,0,0,0,0,0,2,19,0
20,DSM18266-2,DSM18266,2,FALSE,DSM18266-1s-175,0,0,0,0,0,2,20,0
21,DSM18266-2,DSM18266,2,FALSE,DSM18266-1s-176,0,0,0,0,0,2,21,0
22,DSM18266-2,DSM18266,2,FALSE,DSM18266-1s-187,0,0,0,0,0,2,22,0
23,DSM18266-2,DSM18266,2,FALSE,DSM18266-1s-189,0,0,0,0,0,2,23,0
24,DSM18266-2,DSM18266,2,FALSE,DSM18266-1s-197,0,0,0,0,0,2,24,0
25,DSM18266-2,DSM18266,2,FALSE,DSM18266-1s-207,0,0,0,0,0,2,25,0
26,DSM18266-2,DSM18266,2,FALSE,DSM18266-1s-210,0,0,0,0,0,2,26,0
27,DSM18266-2,DSM18266,2,FALSE,DSM18266-1s-211,0,0,0,0,0,2,27,0
28,DSM18266-2,DSM18266,2,FALSE,DSM18266-1s-219,0,0,0,0,0,2,28,0
29,DSM18266-2,DSM18266,2,FALSE,DSM18266-1s-234,0,0,0,0,0,2,29,0
30,DSM18266-2,DSM18266,2,FALSE,DSM18266-1s-237,0,0,0,0,0,2,30,0
31,DSM18266-2,DSM18266,2,FALSE,DSM18266-1s-248,0,0,0,0,0,2,31,0
32,DSM18266-2,DSM18266,2,FALSE,DSM18266-1s-251,0,0,0,0,0,2,32,0
33,DSM18266-2,DSM18266,2,FALSE,DSM18266-1s-254,0,0,0,0,0,2,33,0
34,DSM18266-2,DSM18266,2,FALSE,DSM18266-1s-257,0,0,0,0,0,2,34,0
35,DSM18266-2,DSM18266,2,FALSE,DSM18266-1s-262,0,0,0,0,0,2,35,0
36,DSM18266-2,DSM18266,2,FALSE,DSM18266-1s-276,0,0,0,0,0,2,36,0
37,DSM18266-2,DSM18266,2,FALSE,DSM18266-1s-278,0,0,0,0,0,2,37,0
38,DSM18266-2,DSM18266,2,FALSE,DSM18266-1s-279,0,0,0,0,0,2,38,0
39,DSM18266-2,DSM18266,2,FALSE,DSM18266-1s-280,0,0,0,0,0,2,39,0
40,DSM18266-2,DSM18266,2,FALSE,DSM18266-1s-281,0,0,0,0,0,2,40,0
41,DSM18266-2,DSM18266,2,FALSE,DSM18266-1s-286,0,0,0,0,0,2,41,0
42,DSM18266-2,DSM18266,2,FALSE,DSM18266-1s-288,0,0,0,0,0,2,42,0
43,DSM18266-2,DSM18266,2,FALSE,DSM18266-1s-292,0,0,0,0,0,2,43,0
44,DSM18266-2,DSM18266,2,FALSE,DSM18266-1s-302,0,0,0,0,0,2,44,0
45,DSM18266-2,DSM18266,2,FALSE,DSM18266-1s-303,0,0,0,0,0,2,45,0
46,DSM18266-2,DSM18266,2,FALSE,DSM18266-1s-304,0,0,0,0,0,2,46,0
47,DSM18266-2,DSM18266,2,FALSE,DSM18266-1s-308,0,0,0,0,0,2,47,0
48,DSM18266-2,DSM18266,2,FALSE,DSM18266-1s-309,0,0,0,0,0,2,48,0
49,DSM18266-2,DSM18266,2,FALSE,DSM18266-1s-316,0,0,0,0,0,2,49,0
50,DSM18266-2,DSM18266,2,FALSE,DSM18266-1s-323,0,0,0,0,0,2,50,0
51,DSM18266-2,DSM18266,2,FALSE,DSM18266-1s-325,0,0,0,0,0,2,51,0
52,DSM18266-2,DSM18266,2,FALSE,DSM18266-1s-329,0,0,0,0,0,2,52,0
53,DSM18266-2,DSM18266,2,FALSE,DSM18266-1s-331,0,0,0,0,0,2,53,0
54,DSM18266-2,DSM18266,2,FALSE,DSM18266-1s-342,0,0,0,0,0,2,54,0
55,DSM18266-2,DSM18266,2,FALSE,DSM18266-1s-344,0,0,0,0,0,2,55,0
56,DSM18266-2,DSM18266,2,FALSE,DSM18266-1s-345,0,0,0,0,0,2,56,0
57,DSM18266-2,DSM18266,2,FALSE,DSM18266-1s-346,0,0,0,0,0,2,57,0
58,DSM18266-2,DSM18266,2,FALSE,DSM18266-1s-347,0,0,0,0,0,2,58,0
59,DSM18266-2,DSM18266,2,FALSE,DSM18266-1s-348,0,0,0,0,0,2,59,0
60,DSM18266-2,DSM18266,2,FALSE,DSM18266-1s-354,0,0,0,0,0,2,60,0
61,DSM18266-2,DSM18266,2,FALSE,DSM18266-1s-358,0,0,0,0,0,2,61,0
62,DSM18266-2,DSM18266,2,FALSE,DSM18266-1s-366,0,0,0,0,0,2,62,0
64,DSM18266-2,DSM18266,2,FALSE,DSM18266-1s-382,0,0,0,0,0,2,64,0
65,DSM18266-2,DSM18266,2,FALSE,DSM18266-1s-397,0,0,0,0,0,2,65,0
229,DSM18266-2,DSM18266,2,TRUE,DSM18266-1s-194,0,0,0,0,0,2,229,0
240,DSM18266-2,DSM18266,2,TRUE,DSM18266-1s-206,0,0,0,0,0,2,240,0
340,DSM18266-2,DSM18266,2,TRUE,DSM18266-1s-335,0,0,0,0,0,2,340,0
386,DSM18266-2,DSM18266,2,TRUE,DSM18266-1s-392,0,0,0,0,0,2,386,0
397,DSM18266-2,DSM18266,2,TRUE,DSM18266-1s-404,0,0,0,0,0,2,397,0
403,DSM18266-2,DSM18266,2,TRUE,DSM18266-1s-410,0,0,0,0,0,2,403,0
