,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66
39,0,0,0,0,0,0,0,0,0,0,1.734109873,0,0,0,0,0,0,0,2.00085427,0,0.936204503,0,0,1.780522194,0,0,0,0,0,0,0,0,0,1.71370406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.497223117,0,0,0,0,0,1.836328772,0,0
38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.90154035,0,0,0
37,0,0,0,0,0.712147359,0,0,0,0,0,0,0,0,0,1.957581469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,0,0,0,0,0,0,0.572888798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0,0,0,0,0,0,0,1.297210681,0,0,0,0,0,1.248345291,0,0,0,0,0,0,0.706500281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.101892116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.945706139
33,0,0,0.95262966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.102181768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.766963165,0,0,0,0,0,0,0,0,0,0,0
32,0,0,0,0,0,0,0,0,0,0,0,0,0,1.750093801,0,0,0,0,0,0,1.844820085,0,1.534071038,0,3.002124977,0,0,4.381005259,3.313759588,1.053313187,1.716461082,0,0,1.042198361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.31319154,0,0,0,0,0,0,10.39025979,23.02412292,33.91403569,32.70533908,29.99287295,10.30130829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.954073639,1.059351323,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,2.683599559,0,0,0,0,0,0,3.450936627,0,0,0,0,0,0,0,0,0,1.242853582,0,0,0,0,0,0,0,11.25163037,25.46509171,36.12043767,32.19033589,29.01832877,9.243583871,2.134708223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,0,0,0,0,0,0,2.150079362,0,0,0,0,0.803836832,1.465038593,0,0,0,0,0,0,0,0,0,0,0,2.859742601,20.66364367,24.96695311,34.4868018,32.7417801,31.29455452,30.41821986,11.5377084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.81464672,0,0,0,0,0
28,0,0,1.262830212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.323795736,7.250574628,15.94025711,27.25904354,28.56442355,28.98170739,7.818905207,3.49592161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.033009633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.871387532,0,0
27,0,0,0,0,0,0,2.611300152,1.975860233,1.133269623,0,0,1.134884358,0,0,0,1.7783001,0,0,0,0,0,0,0,1.016317259,0,2.186906877,12.82186817,17.49845887,16.44257582,10.08624844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,2.161638536,2.644122877,1.818745277,0,1.890104489,0,0,2.308221767,1.10733733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.984174208,0,1.309415643,0,0,0,0,0,1.409145034,0,0,1.329818167,0,0,0,0,0,1.731395631,0,3.685603334,1.55975189,0,0,0,0,1.214387249,1.364757159,0,0,0
25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.599458627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.423542687,0,0,0
24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.976090325,0,0,0,0,0,0,0,0,0,0,0,0,0,1.10904838,0,0,0,0,0
23,0,0,0,0,0,0,1.141813489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.411798157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.088995486,26.41955142,7.736414775,8.214944718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.921171379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.044279499,0,0,0,0,0,0,0,0,0,0,0,3.866695497,9.66420802,9.938253615,15.44540682,9.228338093,0,0,0,1.248945757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.048986395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,0,0,0,0,0,0,0,0,1.463489669,0.887983498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.417239583,6.565575038,8.776040207,18.41332705,10.98093771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.914724485,0,0,0,1.621480246,0
19,0,0,0,0,0,1.275719972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.48622868,13.11058321,13.86095289,0,4.559521991,0,0,1.604630327,0,2.53434996,0,2.483100279,1.51551169,0,0,1.865791448,0,0,0,0,0,0,0,0,0,0,0,1.602102063,1.205397867,0,0,1.59592725,0,2.03432583,0,1.73990312,0,0,1.840049502
18,0,2.252388289,2.218276688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.768226132,13.92771659,3.025492143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.458702875,0,0,0,0,0,0,0
17,0,0,0,0,1.0584737,1.368005261,0,0,1.702618135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.508240685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.54087427,0,0,0,1.359149832,0,0,0,0,0,0
16,0,0,1.497474566,0,0,0,0,0,0,0,0,0,2.301824302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.414100381,0,0,0,0,0,1.258969546,0,0,0,0,0,1.526236251,0,0,0,0,0,1.34253825,0,0,0,0,0,0,0,0,0,0,2.027342046,0,0,0,0,0,0,0,0
15,0,0,0,0,0,1.533082299,0,0,0,0,0,0,1.618495578,0,0,0,1.788896396,0,0,0,0,0,0,0,0.827369775,0,1.262274045,0,0,0,0,0,1.004752782,0.900844726,2.128069377,0,0,0,0,0,1.95125281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.391857383,0,0,0,0,0
14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.180960194,0,0,0,0,0,0,0
11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.042088967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.231701774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.16214161,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.462011865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.075712228,0,0,0,0,2.013880863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,1.612681201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.384323084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0,1.09536986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.51832576,2.17091058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.763879844,0,1.079981503,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.281878783,0,0,0,0,0,0,0,0,1.444651311,3.267513046,2.433693581,1.856002757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.146810632,3.242901342,2.827707173,2.354818483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,1.222199999,0,0,0,0,0,1.287542566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.331733404,0,0,0,0,0,1.359285265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.895473808,1.468361889,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0.894600248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.357459247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.123850173,0,0,0,0,0.904717964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
